id,name,year,headSize,strungWeight,balance,balancePts,swingweight,stiffness,beamWidth,pattern,tensionRange,powerLevel,strokeStyle,swingSpeed,frameProfile,identity,notes
yonex-ezone-100-300g,Yonex EZONE 100 (300g),,100,318,33,4 pts HL,322,69,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.8 vibration=160Hz power=41% sweetzone=16sqin
yonex-ezone-100-2022,Yonex EZONE 100 2022,2022,100,318,33,4 pts HL,317,67,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=15 vibration=150Hz power=40% sweetzone=16sqin
yonex-ezone-100-naomi-osaka-le,Yonex EZONE 100 Naomi Osaka LE,,100,318,33,4 pts HL,322,69,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.8 vibration=160Hz power=41% sweetzone=16sqin
yonex-ezone-100-sl-2025,Yonex EZONE 100 SL (2025),2025,100,283,34,1 pts HL,297,66,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.5 vibration=157Hz power=38% sweetzone=13sqin
yonex-ezone-100,Yonex EZONE 100+,,100,315,34,3 pts HL,335,70,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.8 vibration=154Hz power=42% sweetzone=18sqin length=27.5in
yonex-ezone-100-300g-blue,Yonex EZONE 100+ (300g) Blue,,100,318,34,3 pts HL,337,70,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.8 vibration=154Hz power=43% sweetzone=18sqin length=27.5in
yonex-ezone-100-2022,Yonex EZONE 100+ 2022,2022,100,318,34,3 pts HL,336,67,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.8 vibration=149Hz power=43% sweetzone=18sqin length=27.5in
yonex-ezone-100l,Yonex EZONE 100L,,100,301,33.5,2 pts HL,310,68,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.5 vibration=153Hz power=40% sweetzone=15sqin
yonex-ezone-100l-2025,Yonex EZONE 100L (2025),2025,100,301,33.5,2 pts HL,310,67,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.7 vibration=150Hz power=40% sweetzone=14sqin
yonex-ezone-100l-naomi-osaka-le,Yonex EZONE 100L Naomi Osaka LE,,100,301,33.5,2 pts HL,310,68,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.5 vibration=153Hz power=40% sweetzone=15sqin
yonex-ezone-105,Yonex EZONE 105,,105,283,34,1 pts HL,304,66,"24,27,23",16x18,"45,60",Medium-High,Medium,Medium,"24/27/23mm beam, 16x18 pattern",Standard,TWU: twistweight=15 vibration=152Hz power=39% sweetzone=15sqin
yonex-ezone-105-2025,Yonex EZONE 105 (2025),2025,105,289,34,1 pts HL,312,66,"24,27,23",16x18,"45,60",Medium-High,Medium,Medium,"24/27/23mm beam, 16x18 pattern",Standard,TWU: twistweight=15.6 vibration=155Hz power=40% sweetzone=16sqin
yonex-ezone-108,Yonex EZONE 108,,108,272,34.2,1 pts HL,305,68,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=15.1 vibration=150Hz power=39% sweetzone=15sqin length=27.25in
yonex-ezone-98-2025,Yonex EZONE 98 (2025),2025,98,323,32.5,6 pts HL,320,63,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=15 vibration=139Hz power=41% sweetzone=17sqin
yonex-ezone-98-305g,Yonex EZONE 98 (305g),,98,320,32.4,6 pts HL,317,64,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.3 vibration=149Hz power=40% sweetzone=16sqin
yonex-ezone-98-2022,Yonex EZONE 98 2022,2022,98,323,32.5,6 pts HL,318,65,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14 vibration=144Hz power=40% sweetzone=16sqin
yonex-ezone-98-naomi-osaka-le,Yonex EZONE 98 Naomi Osaka LE,,98,320,32.4,6 pts HL,317,64,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.3 vibration=149Hz power=40% sweetzone=16sqin
yonex-ezone-98-tour,Yonex EZONE 98 Tour,,98,332,33,4 pts HL,330,62,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Control,TWU: twistweight=14.7 vibration=141Hz power=42% sweetzone=17sqin
yonex-ezone-98-tour-2025,Yonex EZONE 98 Tour (2025),2025,98,332,33,4 pts HL,335,62,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Control,TWU: twistweight=15.9 vibration=139Hz power=42% sweetzone=18sqin
yonex-ezone-98-tour-2022,Yonex EZONE 98 Tour 2022,2022,98,332,33,4 pts HL,332,64,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=144Hz power=42% sweetzone=17sqin
yonex-ezone-98,Yonex EZONE 98+,,98,323,33.2,5 pts HL,334,64,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.2 vibration=142Hz power=42% sweetzone=17sqin length=27.5in
yonex-ezone-98-305g-blue,Yonex EZONE 98+ (305g) Blue,,98,323,33.5,4 pts HL,336,64,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=13.8 vibration=140Hz power=42% sweetzone=17sqin length=27.5in
yonex-ezone-98-2022,Yonex EZONE 98+ 2022,2022,98,323,33.2,5 pts HL,333,64,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=13.7 vibration=143Hz power=42% sweetzone=17sqin length=27.5in
yonex-ezone-98l,Yonex EZONE 98L,,98,301,34,1 pts HL,313,64,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.2 vibration=146Hz power=40% sweetzone=15sqin
yonex-ezone-ace,Yonex EZONE Ace,,102,275,35.2,3 pts HH,307,67,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.1 vibration=152Hz power=39% sweetzone=15sqin
yonex-ezone-ai-100,Yonex EZONE Ai 100,,100,314,33,4 pts HL,321,67,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14 vibration=155Hz power=41% sweetzone=16sqin
yonex-ezone-ai-98,Yonex EZONE Ai 98,,98,325,32.5,6 pts HL,323,65,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=13.7 vibration=145Hz power=41% sweetzone=16sqin
yonex-ezone-ai-98-lite,Yonex EZONE Ai 98 Lite,,98,299,34.2,Even,315,65,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.5 vibration=149Hz power=40% sweetzone=16sqin
yonex-ezone-ai-feel,Yonex EZONE Ai Feel,,102,271,36,5 pts HH,305,67,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=13.4 vibration=155Hz power=39% sweetzone=14sqin
yonex-ezone-ai-lite-lime,Yonex EZONE Ai Lite (Lime),,100,288,33.5,2 pts HL,293,64,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.2 vibration=161Hz power=38% sweetzone=12sqin
yonex-ezone-dr-100,Yonex EZone DR 100,,100,316,33.5,2 pts HL,325,70,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.3 vibration=158Hz power=42% sweetzone=17sqin
yonex-ezone-dr-98,Yonex EZone DR 98,,98,325,32.7,5 pts HL,326,63,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=13.7 vibration=141Hz power=41% sweetzone=17sqin
yonex-ezone-100-285g,Yonex Ezone 100 (285g),,100,300,33.3,3 pts HL,304,69,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=13.9 vibration=166Hz power=39% sweetzone=14sqin
yonex-ezone-100-300g,Yonex Ezone 100 (300g),,100,316,32.8,5 pts HL,321,70,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=15.4 vibration=156Hz power=41% sweetzone=17sqin
yonex-ezone-98-285g,Yonex Ezone 98 (285g),,98,302,33.8,2 pts HL,317,64,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=13.7 vibration=148Hz power=40% sweetzone=16sqin
yonex-ezone-98-305g,Yonex Ezone 98 (305g),,98,324,32,7 pts HL,320,63,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=13.4 vibration=142Hz power=41% sweetzone=16sqin
yonex-ezone-dr-100-blue,Yonex Ezone DR 100+ Blue,,100,314,33.5,4 pts HL,332,70,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.3 vibration=156Hz power=42% sweetzone=17sqin length=27.5in
yonex-ezone-dr-98-blue,Yonex Ezone DR 98+ Blue,,98,326,33,6 pts HL,334,62,"23.8,26.5,22",16x19,"45,60",Low-Medium,Medium-Full,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Standard,TWU: twistweight=13.7 vibration=142Hz power=42% sweetzone=16sqin length=27.5in
yonex-ezone-lite,Yonex Ezone Lite,,100,282,33.3,3 pts HL,292,64,"23.8,26.5,22",16x19,"45,60",Medium,Medium,Medium-Fast,"23.8/26.5/22mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.2 vibration=156Hz power=38% sweetzone=12sqin
yonex-percept-100,Yonex Percept 100,,100,315,33,4 pts HL,318,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15 vibration=148Hz power=41% sweetzone=16sqin
yonex-percept-100d,Yonex Percept 100D,,100,320,32,7 pts HL,318,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.1 vibration=148Hz power=41% sweetzone=16sqin
yonex-percept-97,Yonex Percept 97,,97,326,32,7 pts HL,315,60,"21,21,21",16x19,"50,60",Low,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=14.6 vibration=136Hz power=40% sweetzone=16sqin
yonex-percept-97d,Yonex Percept 97D,,97,337,32,7 pts HL,329,62,"21,21,21",16x19,"50,60",Low,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=15.2 vibration=136Hz power=42% sweetzone=17sqin
yonex-percept-97h,Yonex Percept 97H,,97,346,32,7 pts HL,333,62,"21,21,21",16x19,"50,60",Low,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=15.2 vibration=137Hz power=42% sweetzone=18sqin
yonex-rq-speed-30-mp,Yonex RQ Speed 30 MP,,102,272,35.2,3 pts HH,294,68,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=12.2 vibration=155Hz power=37% sweetzone=11sqin
yonex-vcore-100,Yonex VCORE 100,,100,320,33,4 pts HL,324,66,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Standard,TWU: twistweight=15.2 vibration=140Hz power=41% sweetzone=17sqin
yonex-vcore-100-300,Yonex VCORE 100 (300),,100,318,33,4 pts HL,320,69,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.6 vibration=145Hz power=41% sweetzone=16sqin
yonex-vcore-100-300-galaxy-black,Yonex VCORE 100 (300) Galaxy Black,,100,318,33,4 pts HL,320,69,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.6 vibration=145Hz power=41% sweetzone=16sqin
yonex-vcore-100-2023,Yonex VCORE 100 2023,2023,100,320,33,4 pts HL,322,65,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.9 vibration=145Hz power=41% sweetzone=17sqin
yonex-vcore-100-8th-gen,Yonex VCORE 100 8th Gen,,100,318,33,4 pts HL,325,65,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Standard,TWU: twistweight=15.1 vibration=148Hz power=41% sweetzone=17sqin
yonex-vcore-100,Yonex VCORE 100+,,100,318,34,3 pts HL,341,68,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.3 vibration=149Hz power=43% sweetzone=18sqin length=27.5in
yonex-vcore-100-2021,Yonex VCORE 100+ (2021),2021,100,333,34,3 pts HL,333,66,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.7 vibration=145Hz power=42% sweetzone=17sqin length=27.5in
yonex-vcore-100-2023,Yonex VCORE 100+ 2023,2023,100,318,34,3 pts HL,335,64,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.2 vibration=145Hz power=42% sweetzone=17sqin length=27.5in
yonex-vcore-100l,Yonex VCORE 100L,,100,298,33.7,2 pts HL,306,66,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.1 vibration=149Hz power=39% sweetzone=14sqin
yonex-vcore-95,Yonex VCORE 95,,95,326,32,7 pts HL,323,64,"21,21,21",16x20,"45,60",Low,Full,Fast,"21/21/21mm beam, 16x20 pattern",Standard,TWU: twistweight=13.6 vibration=143Hz power=41% sweetzone=16sqin
yonex-vcore-95-2018,Yonex VCORE 95 (2018),2018,95,326,32,7 pts HL,325,62,"21,21,21",16x20,"45,60",Low,Full,Fast,"21/21/21mm beam, 16x20 pattern",Standard,TWU: twistweight=13 vibration=139Hz power=41% sweetzone=15sqin
yonex-vcore-95-2023,Yonex VCORE 95 2023,2023,95,326,32,7 pts HL,321,61,"21,21,21",16x20,"45,60",Low,Full,Fast,"21/21/21mm beam, 16x20 pattern",Standard,TWU: twistweight=14 vibration=137Hz power=41% sweetzone=16sqin
yonex-vcore-98,Yonex VCORE 98,,98,323,32.5,6 pts HL,325,66,"24,24,18",16x18,"45,60",Low-Medium,Full,Fast,"24/24/18mm beam, 16x18 pattern",Standard,TWU: twistweight=14.4 vibration=140Hz power=41% sweetzone=17sqin
yonex-vcore-98-305,Yonex VCORE 98 (305),,98,323,32.5,6 pts HL,322,65,"24,24,18",16x18,"45,60",Low-Medium,Full,Fast,"24/24/18mm beam, 16x18 pattern",Standard,TWU: twistweight=14 vibration=144Hz power=41% sweetzone=16sqin
yonex-vcore-98-305-galaxy-black,Yonex VCORE 98 (305) Galaxy Black,,98,323,32.5,6 pts HL,322,65,"24,24,18",16x18,"45,60",Low-Medium,Full,Fast,"24/24/18mm beam, 16x18 pattern",Standard,TWU: twistweight=14 vibration=144Hz power=41% sweetzone=16sqin
yonex-vcore-98-2023,Yonex VCORE 98 2023,2023,98,323,32.5,6 pts HL,318,62,"24,24,18",16x18,"45,60",Low-Medium,Full,Fast,"24/24/18mm beam, 16x18 pattern",Standard,TWU: twistweight=13.9 vibration=141Hz power=40% sweetzone=16sqin
yonex-vcore-98-8th-gen,Yonex VCORE 98 8th Gen,,98,323,32.5,6 pts HL,321,63,"24,24,18",16x18,"45,60",Low-Medium,Full,Fast,"24/24/18mm beam, 16x18 pattern",Standard,TWU: twistweight=14.2 vibration=143Hz power=41% sweetzone=17sqin
yonex-vcore-98-limited,Yonex VCORE 98 Limited,,98,323,32.5,6 pts HL,322,65,"24,24,18",16x18,"45,60",Low-Medium,Full,Fast,"24/24/18mm beam, 16x18 pattern",Standard,TWU: twistweight=14 vibration=144Hz power=41% sweetzone=16sqin
yonex-vcore-98-tour-2023,Yonex VCORE 98 Tour 2023,2023,98,332,33,4 pts HL,326,63,"24,24,18",16x18,"45,60",Low-Medium,Full,Fast,"24/24/18mm beam, 16x18 pattern",Control,TWU: twistweight=14.7 vibration=146Hz power=41% sweetzone=17sqin
yonex-vcore-98,Yonex VCORE 98+,,98,323,33.5,4 pts HL,340,64,"24,24,18",16x18,"45,60",Low-Medium,Full,Fast,"24/24/18mm beam, 16x18 pattern",Standard,TWU: twistweight=13.9 vibration=139Hz power=43% sweetzone=17sqin length=27.5in
yonex-vcore-98-2021,Yonex VCORE 98+ (2021),2021,98,323,33.5,4 pts HL,334,66,"24,24,18",16x18,"45,60",Low-Medium,Full,Fast,"24/24/18mm beam, 16x18 pattern",Standard,TWU: twistweight=13.9 vibration=144Hz power=42% sweetzone=17sqin length=27.5in
yonex-vcore-98-2023,Yonex VCORE 98+ 2023,2023,98,323,33.5,4 pts HL,333,62,"24,24,18",16x18,"45,60",Low-Medium,Full,Fast,"24/24/18mm beam, 16x18 pattern",Standard,TWU: twistweight=14.5 vibration=137Hz power=42% sweetzone=17sqin length=27.5in
yonex-vcore-98l,Yonex VCORE 98L,,98,301,33,4 pts HL,307,65,"24,24,18",16x18,"45,60",Low-Medium,Full,Fast,"24/24/18mm beam, 16x18 pattern",Standard,TWU: twistweight=13.7 vibration=148Hz power=39% sweetzone=14sqin
yonex-vcore-pro-100,Yonex VCORE Pro 100,,100,318,33,4 pts HL,321,63,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Control,TWU: twistweight=14.7 vibration=139Hz power=41% sweetzone=17sqin
yonex-vcore-pro-100-300,Yonex VCORE Pro 100 (300),,100,318,33,4 pts HL,317,66,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Control,TWU: twistweight=14.2 vibration=150Hz power=40% sweetzone=16sqin
yonex-vcore-pro-97,Yonex VCORE Pro 97,,97,326,32,7 pts HL,318,60,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control,TWU: twistweight=14.2 vibration=129Hz power=40% sweetzone=16sqin
yonex-vcore-pro-97-310,Yonex VCORE Pro 97 (310),,97,326,32,7 pts HL,318,64,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control,TWU: twistweight=13.8 vibration=141Hz power=40% sweetzone=16sqin
yonex-vcore-pro-97-310-2018,Yonex VCORE Pro 97 (310) (2018),2018,97,326,32,7 pts HL,317,64,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control,TWU: twistweight=13.5 vibration=142Hz power=40% sweetzone=16sqin
yonex-vcore-pro-97-330,Yonex VCORE Pro 97 (330),,97,346,32,7 pts HL,330,65,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control,TWU: twistweight=14.2 vibration=143Hz power=42% sweetzone=17sqin
yonex-vcore-pro-97d,Yonex VCORE Pro 97D,,97,340,32,7 pts HL,330,61,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=125Hz power=42% sweetzone=18sqin
yonex-vcore-pro-97h,Yonex VCORE Pro 97H,,97,349,32,7 pts HL,343,61,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control,TWU: twistweight=15.4 vibration=127Hz power=43% sweetzone=18sqin
yonex-vcore-pro-97hd-18x20,Yonex VCORE Pro 97HD ((18x20)),,97,337,32,7 pts HL,326,59,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control Precision,TWU: twistweight=14.1 vibration=131Hz power=41% sweetzone=17sqin
yonex-vcore-tour-89,Yonex VCORE Tour 89,,89,343,32,7 pts HL,331,65,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control,TWU: twistweight=13.3 vibration=140Hz power=42% sweetzone=17sqin
yonex-vcore-tour-97,Yonex VCORE Tour 97,,97,351,32,7 pts HL,332,67,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control,TWU: twistweight=14.1 vibration=145Hz power=42% sweetzone=17sqin
yonex-vcore-tour-97-310g,Yonex VCORE Tour 97 (310g),,97,327,32.3,6 pts HL,312,68,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control,TWU: twistweight=13.5 vibration=150Hz power=40% sweetzone=15sqin
yonex-vcore-tour-g-310,Yonex VCORE Tour G (310),,97,328,32.1,7 pts HL,313,63,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control,TWU: twistweight=14 vibration=141Hz power=40% sweetzone=15sqin
yonex-vcore-tour-g-330-wawrinka,Yonex VCORE Tour G 330 (Wawrinka),,97,345,32,7 pts HL,330,63,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control,TWU: twistweight=14.6 vibration=141Hz power=42% sweetzone=17sqin
yonex-vcore-xi-100,Yonex VCORE Xi 100,,100,314,33,4 pts HL,303,71,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Standard,TWU: twistweight=13.9 vibration=164Hz power=39% sweetzone=14sqin
yonex-vcore-xi-98,Yonex VCORE Xi 98,,98,324,32.9,4 pts HL,311,69,"24,24,18",16x18,"45,60",Low-Medium,Full,Fast,"24/24/18mm beam, 16x18 pattern",Standard,TWU: twistweight=13.5 vibration=156Hz power=40% sweetzone=15sqin
yonex-vcore-sv-100,Yonex VCore SV 100+,,100,308,33.8,4 pts HL,339,70,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.6 vibration=152Hz power=43% sweetzone=18sqin length=27.5in
yonex-vcore-sv-98,Yonex VCore SV 98+,,98,326,33,6 pts HL,339,68,"24,24,18",16x18,"45,60",Low-Medium,Full,Fast,"24/24/18mm beam, 16x18 pattern",Standard,TWU: twistweight=13.6 vibration=144Hz power=43% sweetzone=17sqin length=27.5in
yonex-vcore-duel-g-100,Yonex Vcore Duel G 100,,100,315,32.9,4 pts HL,311,66,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Standard,TWU: twistweight=13.8 vibration=150Hz power=40% sweetzone=15sqin
yonex-vcore-duel-g-97-310g,Yonex Vcore Duel G 97 (310g),,97,321,32,7 pts HL,306,66,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Standard,TWU: twistweight=12.9 vibration=147Hz power=39% sweetzone=14sqin
yonex-vcore-duel-g-97-330g,Yonex Vcore Duel G 97 (330g),,97,346,32.3,6 pts HL,334,67,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.1 vibration=147Hz power=42% sweetzone=17sqin
yonex-vcore-si-100,Yonex Vcore Si 100,,100,314,33.1,4 pts HL,316,71,"25.3,25.3,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"25.3/25.3/22mm beam, 16x19 pattern",Standard,TWU: twistweight=14.6 vibration=164Hz power=41% sweetzone=16sqin
yonex-vcore-si-98,Yonex Vcore Si 98,,98,321,32.9,4 pts HL,319,71,"24,24,18",16x18,"45,60",Low-Medium,Full,Fast,"24/24/18mm beam, 16x18 pattern",Standard,TWU: twistweight=13.9 vibration=160Hz power=41% sweetzone=16sqin
yonex-vcore-tour-f-93,Yonex Vcore Tour F 93,,93,326,32,7 pts HL,311,65,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control,TWU: twistweight=12.3 vibration=141Hz power=40% sweetzone=14sqin
yonex-vcore-tour-f-97-290,Yonex Vcore Tour F 97 (290),,97,308,33.7,2 pts HL,314,66,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control,TWU: twistweight=13.1 vibration=152Hz power=40% sweetzone=15sqin
yonex-vcore-tour-f-97-310,Yonex Vcore Tour F 97 (310),,97,327,32,7 pts HL,315,67,"24,24,22",16x19,"45,60",Medium,Medium-Full,Medium-Fast,"24/24/22mm beam, 16x19 pattern",Control,TWU: twistweight=13.4 vibration=150Hz power=40% sweetzone=15sqin
